"A00_R1";"B05_R1";"C00_R1";"D01_R1";"D02_R1";"D03_R1";"D04_R1";"D05_R1";"D06_R1";"E00_R1";"F45_R1";"G00_R1";"H55_R1";"I01_R1";"I02_R1";"J00_R1";"K00_R1";"L75_R1";"MNO_R1";"OP0_R1";"A00_R2";"B05_R2";"C00_R2";"D01_R2";"D02_R2";"D03_R2";"D04_R2";"D05_R2";"D06_R2";"E00_R2";"F45_R2";"G00_R2";"H55_R2";"I01_R2";"I02_R2";"J00_R2";"K00_R2";"L75_R2";"MNO_R2";"OP0_R2";"A00_R3";"B05_R3";"C00_R3";"D01_R3";"D02_R3";"D03_R3";"D04_R3";"D05_R3";"D06_R3";"E00_R3";"F45_R3";"G00_R3";"H55_R3";"I01_R3";"I02_R3";"J00_R3";"K00_R3";"L75_R3";"MNO_R3";"OP0_R3";"A00_R4";"B05_R4";"C00_R4";"D01_R4";"D02_R4";"D03_R4";"D04_R4";"D05_R4";"D06_R4";"E00_R4";"F45_R4";"G00_R4";"H55_R4";"I01_R4";"I02_R4";"J00_R4";"K00_R4";"L75_R4";"MNO_R4";"OP0_R4";"A00_R5";"B05_R5";"C00_R5";"D01_R5";"D02_R5";"D03_R5";"D04_R5";"D05_R5";"D06_R5";"E00_R5";"F45_R5";"G00_R5";"H55_R5";"I01_R5";"I02_R5";"J00_R5";"K00_R5";"L75_R5";"MNO_R5";"OP0_R5";"A00_R6";"B05_R6";"C00_R6";"D01_R6";"D02_R6";"D03_R6";"D04_R6";"D05_R6";"D06_R6";"E00_R6";"F45_R6";"G00_R6";"H55_R6";"I01_R6";"I02_R6";"J00_R6";"K00_R6";"L75_R6";"MNO_R6";"OP0_R6";"A00_R7";"B05_R7";"C00_R7";"D01_R7";"D02_R7";"D03_R7";"D04_R7";"D05_R7";"D06_R7";"E00_R7";"F45_R7";"G00_R7";"H55_R7";"I01_R7";"I02_R7";"J00_R7";"K00_R7";"L75_R7";"MNO_R7";"OP0_R7";"A00_R8";"B05_R8";"C00_R8";"D01_R8";"D02_R8";"D03_R8";"D04_R8";"D05_R8";"D06_R8";"E00_R8";"F45_R8";"G00_R8";"H55_R8";"I01_R8";"I02_R8";"J00_R8";"K00_R8";"L75_R8";"MNO_R8";"OP0_R8";"A00_R9";"B05_R9";"C00_R9";"D01_R9";"D02_R9";"D03_R9";"D04_R9";"D05_R9";"D06_R9";"E00_R9";"F45_R9";"G00_R9";"H55_R9";"I01_R9";"I02_R9";"J00_R9";"K00_R9";"L75_R9";"MNO_R9";"OP0_R9";"A00_R10";"B05_R10";"C00_R10";"D01_R10";"D02_R10";"D03_R10";"D04_R10";"D05_R10";"D06_R10";"E00_R10";"F45_R10";"G00_R10";"H55_R10";"I01_R10";"I02_R10";"J00_R10";"K00_R10";"L75_R10";"MNO_R10";"OP0_R10";"A00_R11";"B05_R11";"C00_R11";"D01_R11";"D02_R11";"D03_R11";"D04_R11";"D05_R11";"D06_R11";"E00_R11";"F45_R11";"G00_R11";"H55_R11";"I01_R11";"I02_R11";"J00_R11";"K00_R11";"L75_R11";"MNO_R11";"OP0_R11";"A00_R12";"B05_R12";"C00_R12";"D01_R12";"D02_R12";"D03_R12";"D04_R12";"D05_R12";"D06_R12";"E00_R12";"F45_R12";"G00_R12";"H55_R12";"I01_R12";"I02_R12";"J00_R12";"K00_R12";"L75_R12";"MNO_R12";"OP0_R12";"A00_FOR";"B05_FOR";"C00_FOR";"D01_FOR";"D02_FOR";"D03_FOR";"D04_FOR";"D05_FOR";"D06_FOR";"E00_FOR";"F45_FOR";"G00_FOR";"H55_FOR";"I01_FOR";"I02_FOR";"J00_FOR";"K00_FOR";"L75_FOR";"MNO_FOR";"OP0_FOR";"TAX_SUB";"LA_PAY";"CA_PAY";"OTH_COT";"VA_ADD";"INV_D_R1";"INV_D_R2";"INV_D_R3";"INV_D_R4";"INV_D_R5";"INV_D_R6";"INV_D_R7";"INV_D_R8";"INV_D_R9";"INV_D_R10";"INV_D_R11";"INV_D_R12";"HO_D_R1";"HO_D_R2";"HO_D_R3";"HO_D_R4";"HO_D_R5";"HO_D_R6";"HO_D_R7";"HO_D_R8";"HO_D_R9";"HO_D_R10";"HO_D_R11";"HO_D_R12";"GOV_D_R1";"GOV_D_R2";"GOV_D_R3";"GOV_D_R4";"GOV_D_R5";"GOV_D_R6";"GOV_D_R7";"GOV_D_R8";"GOV_D_R9";"GOV_D_R10";"GOV_D_R11";"GOV_D_R12";"FO_EXP"
695.868896;0.460554;0;1326.230591;63.459423;14.614406;15.890895;60.656292;0;1.18163;5.029286;76.556648;42.533413;2.926474;0.752821;0.24396;2.337405;4.601246;4.479468;4.095629;48.697491;0.006299;0.011241;28.91692;0.163534;0.335971;0.168373;0.737857;0;0.04656;0.260803;5.577369;1.081615;0.195709;0.050345;0.016084;0.1541;0.382783;0.335412;0.193436;155.176849;0;0.002919;244.120773;3.279921;1.611987;0.257818;3.345884;0;0.111089;0.360876;9.035936;3.697512;0.367068;0.094426;0.029781;0.285334;0.882632;0.839315;0.407818;123.347992;0.00608;0.012442;157.976089;3.379044;3.068361;0.565552;4.19368;0;0.24173;0.594102;11.810501;2.723963;0.585238;0.15055;0.116611;1.117261;3.140283;1.181287;1.125638;68.297615;0;0.167996;51.589394;0.007974;0.089766;0.018879;0.415802;0;0.031308;0.159668;2.840392;0.302451;0.095748;0.024631;0.007575;0.072576;0.273307;0.220589;0.126966;140.51532;0.023628;0.001247;1597.431641;19.503599;48.819725;3.938551;44.473167;0.080903;0.275577;1.012067;24.17156;8.678884;1.220336;0.313925;0.257483;2.466973;1.688916;1.973162;1.556394;72.601402;0.011161;0.096985;89.724075;0.411387;3.0595;0.023113;2.089571;0;0.071015;0.378628;5.717901;13.549023;0.21646;0.055683;0.025875;0.24791;0.532613;0.494934;0.42068;27.523207;0;0.025878;5.004985;0;0.017662;0.001394;0.043152;0;0.012291;0.123018;0.877863;0.825935;0.046773;0.012032;0.003307;0.031688;0.156736;0.094503;0.044147;45.017342;0.111117;0.000319;229.85434;0.014834;0.59704;0.048722;1.84711;0;0.052395;0.178124;4.038579;11.341165;0.175138;0.045053;0.017067;0.163521;0.300034;0.400146;0.204748;5.037485;0.028924;0;8.695564;0;0.000125;0;0.061681;0;0.005006;0.019504;0.517253;0.056674;0.028179;0.007249;0.001405;0.01346;0.185528;0.053892;0.017842;0;0.074977;0.057912;52.035999;0;1.132687;0.003293;0.862142;0;0.018593;0.127707;1.145565;0.181485;0.059193;0.015227;0.003364;0.032229;0.691912;0.149742;0.043697;0;0.151514;0;21.119932;0;0.000697;0.000133;0.135031;0;0.0042;0.013558;0.345233;0.193739;0.018933;0.00487;0.001053;0.010085;0.172334;0.046855;0.013673;190.139862;2.056011;0.019729;150.460098;9.760067;330.516235;16.284552;2.886894;200.725616;9.329762;0.039477;28.713638;0.231052;40.671383;0.454556;0.855849;0.502194;0.185768;0.020403;0.000158;52.963211;608.462158;8191.088379;3.890921;8803.441458;256.565521;13.304706;18.409847;30.307707;8.145341;51.629868;19.31543;6.275701;9.086851;0.99499;6.514894;0.69166;3651.084229;160.855347;349.700714;443.007141;107.72139;831.081482;223.192032;60.528194;167.931717;18.086391;47.250488;63.942028;33.223763;2.763924;6.373137;22.674744;1.973441;12.194996;3.845786;1.131727;2.166425;1.339621;4.996021;1.244354;0
7.097792;46.593685;0;59.920422;0.835623;0.499872;0.889403;0.012467;0;0.002889;0.006952;0.682892;8.064644;0.083637;0.008814;0.009254;0.012888;0.216135;0.071924;0.065081;2.185118;2.803325;0.000149;5.747517;0.009473;0.050554;0.041457;0.000667;0;0.000501;0.001586;0.218862;0.902195;0.024606;0.002593;0.002684;0.003738;0.0791;0.023692;0.013522;6.967825;0;3.9e-05;48.555122;0.190131;0.242725;0.063524;0.003027;0;0.001196;0.002196;0.354827;3.086307;0.046182;0.004867;0.004973;0.006926;0.182517;0.059326;0.028528;4.296505;2.100655;0.000128;24.374439;0.151948;0.358403;0.108096;0.002944;0;0.002018;0.002804;0.35977;1.763777;0.057118;0.00602;0.015106;0.021038;0.50374;0.064772;0.061083;2.419837;0;0.001759;8.096569;0.000365;0.010665;0.00367;0.000297;0;0.000266;0.000767;0.08801;0.199202;0.009505;0.001002;0.000998;0.00139;0.044595;0.012303;0.007008;3.570196;5.95455;9e-06;179.783829;0.639737;4.159542;0.54911;0.02277;0.000322;0.001679;0.003485;0.537089;4.099127;0.086877;0.009156;0.024329;0.033884;0.19762;0.078919;0.061606;1.560709;2.379673;0.000616;8.5437;0.011417;0.220551;0.002726;0.000905;0;0.000366;0.001103;0.107495;5.414323;0.013038;0.001374;0.002069;0.002881;0.052728;0.016749;0.014088;1.4045;0;0.00039;1.13132;0;0.003022;0.00039;4.4e-05;0;0.00015;0.000851;0.039176;0.78348;0.006688;0.000705;0.000628;0.000874;0.036834;0.007591;0.00351;0.635024;15.546812;1e-06;14.36227;0.00027;0.028242;0.003771;0.000525;0;0.000177;0.000341;0.049821;2.973906;0.006922;0.00073;0.000895;0.001247;0.019491;0.008885;0.0045;0.041477;2.362125;0;0.31714;0;3e-06;0;1e-05;0;1e-05;2.2e-05;0.003725;0.008674;0.00065;6.9e-05;4.3e-05;6e-05;0.007035;0.000699;0.000229;0;2.278187;5.2e-05;0.706113;0;0.011636;5.5e-05;5.3e-05;0;1.4e-05;5.3e-05;0.003069;0.010335;0.000508;5.4e-05;3.8e-05;5.3e-05;0.009761;0.000722;0.000209;0;3.730429;0;0.232224;0;6e-06;2e-06;7e-06;0;2e-06;5e-06;0.000749;0.00894;0.000132;1.4e-05;1e-05;1.4e-05;0.00197;0.000183;5.3e-05;0.125842;13.496751;0.008004;1.851511;1.045156;0.433764;4.666819;2.564674;99.560547;0.25559;0.000937;4.458927;0.0044;3.553608;0.095355;0.780823;0.101109;0.001377;3e-06;7.4e-05;-9.702334;553.5224;224.978821;13.73018;792.231401;0.144412;0.032944;0.045617;0.058257;0.015926;0.07239;0.022913;0.017672;0.007073;0.000452;0.001101;9.5e-05;237.138687;45.960899;99.988853;98.260445;24.303415;134.461121;30.552059;19.66823;15.084394;0.948265;0.921725;1.010708;0;0;0;0;0;0;0;0;0;0;0;0;3.97
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
176.434998;2.17115;0;167.691147;4.924095;0.795176;4.705137;2.958407;0;0.307903;2.568761;18.733089;68.848869;3.02054;0.901417;0.929009;0.800945;6.29775;2.392523;1.899952;32.722385;0.078695;0.0111;9.690009;0.033629;0.048447;0.132123;0.095375;0;0.032154;0.35303;3.616903;4.640027;0.535342;0.159762;0.162319;0.139943;1.388492;0.474776;0.237815;55.585007;0;0.001537;43.608315;0.359557;0.123913;0.107848;0.230551;0;0.040895;0.260405;3.123727;8.4557;0.535254;0.159735;0.160219;0.138133;1.706722;0.633327;0.267277;25.563475;0.023429;0.003789;16.327248;0.214316;0.136464;0.136876;0.167189;0;0.051486;0.248033;2.362247;3.604111;0.493746;0.147348;0.36297;0.312935;3.513251;0.515722;0.426826;25.043894;0;0.090528;9.433886;0.000895;0.007064;0.008084;0.02933;0;0.011799;0.117943;1.00518;0.708044;0.142925;0.042653;0.041718;0.035967;0.541003;0.170394;0.085182;56.167484;0.175608;0.000733;318.432495;2.385883;4.187755;1.838503;3.419669;0.028583;0.113209;0.814949;9.324706;22.147995;1.985745;0.592604;1.545803;1.332714;3.644367;1.661485;1.13827;27.215843;0.077789;0.053428;16.77334;0.047196;0.246123;0.010118;0.150681;0;0.027359;0.285923;2.068629;32.426048;0.330322;0.098578;0.14568;0.125598;1.077807;0.390837;0.288531;24.509022;0;0.033865;2.222611;0;0.003375;0.00145;0.007392;0;0.011248;0.220677;0.754437;4.695501;0.169554;0.0506;0.044233;0.038135;0.753439;0.177273;0.071928;10.862238;0.498507;0.000113;27.658335;0.001095;0.030915;0.013729;0.085735;0;0.012993;0.086581;0.940453;17.470545;0.17203;0.051339;0.06185;0.053324;0.390807;0.20339;0.090391;2.550488;0.272283;0;2.195539;0;1.4e-05;0;0.006007;0;0.002605;0.019893;0.252745;0.183191;0.058079;0.017332;0.010683;0.00921;0.507073;0.057479;0.016528;0;0.166098;0.01014;3.091871;0;0.028961;0.000458;0.01976;0;0.002277;0.030652;0.131726;0.138049;0.02871;0.008568;0.00602;0.00519;0.445028;0.037584;0.009526;0;0.625238;0;2.33758;0;3.3e-05;3.5e-05;0.005765;0;0.000958;0.006062;0.073947;0.274516;0.017106;0.005105;0.003509;0.003025;0.206473;0.021906;0.005552;362.380463;17.357094;4.335597;143.00354;2.585652;54.076683;67.477936;76.353127;80.244637;4.184657;0.012535;40.382797;0.326244;28.592947;0.438492;1.023131;16.311489;0.488125;9e-05;0.178563;65.595551;488.653625;2132.760742;113.857979;2735.272346;13.92977;1.914397;1.412112;1.345022;0.639579;4.419272;1.550492;1.196679;0.469506;0.107874;0.166219;0.032872;2677.631104;312.640686;362.32547;265.564575;114.253601;960.896301;242.006516;155.903656;117.204376;26.487022;16.284019;41.04858;0.305614;0.06738;0.082823;0.17049;0.026254;0.176852;0.052303;0.036563;0.018965;0.024607;0.021596;0.01002;1717.099976
4.722816;0.505742;0;1.251176;1163.966431;0.373377;6.193792;22.485798;0;0.088358;5.495064;4.578517;0.944025;0.946748;0.116889;0.11013;1.245008;8.274716;1.275799;0.894855;1.260183;0.026373;0.064783;0.104017;11.436824;0.032728;0.250227;1.042937;0;0.013275;1.086509;1.271818;0.091533;0.241409;0.029805;0.027684;0.312964;2.624725;0.36424;0.161147;2.019789;0;0.008462;0.441682;115.375389;0.078983;0.19272;2.378749;0;0.015931;0.756189;1.036384;0.157387;0.227741;0.028118;0.025783;0.291472;3.044126;0.458444;0.170885;0.871576;0.006951;0.01958;0.155164;64.526482;0.081615;0.229499;1.618555;0;0.018819;0.675814;0.735377;0.062944;0.197116;0.024337;0.054806;0.619573;5.879578;0.350276;0.256053;1.260099;0;0.690312;0.132308;0.39762;0.006235;0.020003;0.41903;0;0.006364;0.474252;0.461791;0.018249;0.084206;0.010396;0.009296;0.105089;1.336146;0.170791;0.075413;2.368439;0.064438;0.004681;3.742712;888.431702;3.097607;3.812498;40.944481;0.886371;0.051177;2.746252;3.590141;0.47839;0.98047;0.121053;0.28867;3.263377;7.543114;1.395672;0.844532;1.118937;0.027831;0.3329;0.192218;17.134926;0.177502;0.020457;1.759043;0;0.012059;0.939433;0.776543;0.682886;0.159021;0.019633;0.026525;0.29986;2.175084;0.320103;0.208723;1.052935;0;0.220485;0.026615;0;0.002544;0.003064;0.09017;0;0.005181;0.757645;0.295936;0.10333;0.085294;0.010531;0.008416;0.095138;1.588821;0.151715;0.054371;0.820229;0.327575;0.001293;0.582148;0.730418;0.04095;0.050982;1.83826;0;0.010518;0.52248;0.648414;0.675761;0.152108;0.01878;0.020684;0.233826;1.448536;0.305954;0.120097;0.151372;0.140626;0;0.036321;0;1.4e-05;0;0.101238;0;0.001657;0.094352;0.136963;0.005569;0.040362;0.004983;0.002808;0.031742;1.477216;0.067958;0.017259;0;0.15761;0.16757;0.093974;0;0.055396;0.002457;0.611811;0;0.002661;0.267109;0.13115;0.007711;0.036657;0.004526;0.002907;0.032862;2.38196;0.081641;0.018276;0;0.30975;0;0.037094;0;3.3e-05;9.7e-05;0.093191;0;0.000585;0.027579;0.038438;0.008005;0.011403;0.001408;0.000885;0.01;0.576977;0.024844;0.005562;17.33971;0.242054;3.229302;4.199166;2405.42749;242.8004;177.670807;308.688019;42.594166;9.546192;0.020934;45.631264;0.69191;28.326069;0.861577;2.39169;22.891521;0.314249;0.000153;0.524751;312.610901;1152.63562;1957.691406;73.6903;3184.017326;12.010673;2.374804;1.652816;1.477141;1.036582;6.002539;2.053337;1.656;1.141995;0.206227;0.583824;0.06028;504.049255;84.672073;92.587654;63.67392;40.427647;284.944092;69.970779;47.101845;62.239422;11.055056;12.48715;16.434147;0.022555;0.007155;0.008298;0.016027;0.003642;0.020561;0.005929;0.004331;0.003948;0.004027;0.006493;0.001573;7520.830078
48.629318;0.06382;0;7.956378;35.72356;20.178703;65.486984;76.539139;0;1.920439;21.565018;16.558989;1.20177;1.77017;1.006184;0.462848;2.122156;3.305933;7.308115;2.961759;7.696251;0.001974;0.068;0.392329;0.208194;1.049097;1.569209;2.105628;0;0.171135;2.529058;2.728237;0.069114;0.267721;0.152176;0.06901;0.316408;0.621975;1.237538;0.31635;14.615968;0;0.010525;1.973927;2.488582;2.999877;1.432025;5.690473;0;0.243343;2.085603;2.634231;0.140809;0.299259;0.170102;0.076153;0.349162;0.854728;1.845583;0.39749;5.041627;0.000493;0.019467;0.554314;1.112552;2.477915;1.36316;3.095073;0;0.229783;1.489953;1.494126;0.045015;0.207048;0.117688;0.129398;0.593289;1.319639;1.127203;0.476097;7.504061;0;0.706542;0.486605;0.007058;0.19487;0.12232;0.824925;0;0.080002;1.076418;0.965938;0.013436;0.091058;0.051758;0.022595;0.103599;0.308738;0.565827;0.144357;14.260713;0.004755;0.004845;13.917635;15.944842;97.893593;23.571646;81.499054;0.146719;0.650443;6.302305;7.592806;0.356124;1.072004;0.609339;0.70944;3.252779;1.762274;4.675073;1.634539;6.761323;0.002061;0.345733;0.717334;0.308621;5.629611;0.126934;3.513829;0;0.153811;2.163574;1.648175;0.51017;0.174487;0.099181;0.065421;0.299953;0.509972;1.076073;0.405412;6.703021;0;0.24124;0.104641;0;0.084989;0.020027;0.189761;0;0.069615;1.838292;0.661727;0.081328;0.098598;0.056044;0.021867;0.100261;0.392453;0.537308;0.111259;3.673555;0.01798;0.000995;1.610219;0.009751;0.962612;0.234459;2.721676;0;0.099436;0.891869;1.020036;0.374184;0.123705;0.070315;0.037811;0.173362;0.251724;0.762313;0.172896;0.815046;0.00928;0;0.120779;0;0.000399;0;0.180202;0;0.018837;0.193628;0.259031;0.003707;0.039463;0.022431;0.006171;0.028293;0.308621;0.203565;0.029872;0;0.003291;0.049065;0.098875;0;0.495345;0.004298;0.344566;0;0.009571;0.173438;0.07848;0.001624;0.01134;0.006446;0.002021;0.009268;0.157455;0.077377;0.010009;0;0.019472;0;0.117507;0;0.000892;0.00051;0.158021;0;0.00633;0.053916;0.069253;0.005077;0.010621;0.006037;0.001852;0.008491;0.114832;0.070894;0.00917;3.993253;0.144797;413.786621;0.678109;0.771612;137.147507;7.659883;11.301747;11.589396;1.238574;0.002284;3.553755;0.139559;6.516787;0.13206;0.143319;3.388951;0.034235;1.6e-05;0.029221;14.212818;229.860199;209.919861;1.966718;441.746778;12.416553;1.456163;1.200834;0.857875;0.619772;3.628696;1.245728;1.058439;0.513514;0.111486;0.099861;0.031043;130.466415;12.999129;16.842375;9.258818;6.052;43.128796;10.628488;7.537639;7.007216;1.496327;0.534773;2.119035;11.005566;2.070578;2.845422;4.393128;1.027798;5.866675;1.697714;1.30649;0.837998;1.027409;0.524172;0.382281;452.369995
1.767936;0.506654;0;7.325758;19.28887;0.831597;988.512878;42.6073;0;11.348464;134.815628;42.559544;0.683669;9.937006;16.394224;0.215568;3.232986;3.769778;5.014824;2.566763;0.277148;0.015522;0.189154;0.357809;0.111348;0.042825;23.462379;1.161037;0;1.001701;15.660771;6.945592;0.038945;1.488632;2.455968;0.031836;0.477462;0.70252;0.841149;0.271561;0.71165;0;0.039584;2.434102;1.799594;0.165575;28.949989;4.242476;0;1.925865;17.461946;9.067502;0.107282;2.249874;3.711876;0.047501;0.7124;1.30533;1.696112;0.461352;0.323539;0.006906;0.096498;0.900908;1.060377;0.180258;36.321362;3.0413;0;2.396853;16.441856;6.778573;0.045204;2.051633;3.384815;0.10638;1.595439;2.656225;1.365338;0.728316;0.428725;0;3.11812;0.704089;0.005989;0.012621;2.901609;0.721654;0;0.742936;10.575114;3.90145;0.012012;0.803291;1.325282;0.016538;0.248026;0.553254;0.610165;0.196602;1.054565;0.076784;0.027673;26.065514;17.512009;8.206114;723.737244;92.281929;2.31946;7.818253;80.14077;39.694401;0.412088;12.240548;20.194641;0.672086;10.079635;4.087511;6.52533;2.881344;0.442172;0.029433;1.746518;1.18809;0.299756;0.417339;3.446639;3.518618;0;1.634991;24.330626;7.620048;0.522072;1.761959;2.906906;0.054809;0.821999;1.046066;1.32826;0.63201;0.376741;0;1.047357;0.14895;0;0.005415;0.467345;0.16331;0;0.635976;17.766808;2.629337;0.071526;0.855688;1.411726;0.015745;0.236137;0.691853;0.570005;0.149065;0.25386;0.271323;0.005313;2.818135;0.010008;0.075407;6.727201;2.879894;0;1.116914;10.598174;4.983313;0.404621;1.319981;2.177725;0.033473;0.502017;0.545614;0.994313;0.284813;0.053365;0.132677;0;0.200279;0;3e-05;0;0.180662;0;0.200476;2.180048;1.199006;0.003798;0.398971;0.658229;0.005176;0.077628;0.633802;0.251571;0.046624;0;0.145638;0.768147;0.507519;0;0.113804;0.361661;1.069306;0;0.315291;6.044554;1.124472;0.005151;0.354889;0.585502;0.005248;0.078711;1.000936;0.295998;0.048354;0;0.301981;0;0.211359;0;7.2e-05;0.015043;0.171845;0;0.073073;0.658461;0.347713;0.005642;0.116472;0.192157;0.001685;0.025271;0.255803;0.095034;0.015525;4.342043;0.257633;338.506104;4.012443;12.799953;445.091858;9105.244141;325.041595;164.908722;16.571533;0.065327;158.810745;2.289774;82.0298;2.237512;6.220586;71.156136;0.700176;0.000983;0.825108;579.51178;3176.069824;4690.773926;137.676376;8004.520126;643.443054;74.74514;83.341713;78.473091;50.472507;382.492859;116.124321;84.796776;50.582561;10.404831;28.849218;3.142678;192.603317;19.008301;33.299591;24.127287;14.04034;129.507828;28.224586;17.203028;19.663019;3.978306;4.40112;6.111159;0.045914;0.008556;0.015898;0.032351;0.006738;0.049784;0.012741;0.008426;0.006645;0.007719;0.012191;0.003116;23319.740234
2.127059;1.889648;0;56.256859;227.440826;8.327109;239.490128;289.392548;0;4.831777;958.448975;130.316116;4.177728;12.635708;6.79738;7.31083;8.199314;14.583341;10.081037;10.738273;0.414271;0.071925;0.766708;3.413768;1.631193;0.532771;7.06215;9.797359;0;0.529868;138.325256;26.422268;0.295671;2.351749;1.265124;1.341408;1.50443;3.376445;2.100788;1.411483;0.7738;0;0.116714;16.893158;19.177208;1.498388;6.338739;26.041853;0;0.741045;112.194237;25.092155;0.592474;2.585541;1.390892;1.455915;1.632853;4.563633;3.081435;1.744337;0.296112;0.019593;0.239491;5.262834;9.511261;1.373066;6.693965;15.713705;0;0.776296;88.919212;15.789028;0.210128;1.984539;1.067583;2.744474;3.07801;7.816678;2.087881;2.317844;0.374191;0;7.379914;3.922411;0.051228;0.091677;0.509972;3.555779;0;0.229469;54.540154;8.666222;0.053248;0.741002;0.398622;0.406876;0.456324;1.552633;0.889814;0.596677;0.810881;0.183026;0.057701;127.926399;131.967972;52.515785;112.061684;400.581543;41.344292;2.127406;364.127228;77.678581;1.609367;9.947542;5.351281;14.567279;16.337641;10.105808;8.383451;7.703971;0.338026;0.06975;3.620557;5.797208;2.245829;2.655321;0.530576;15.185251;0;0.442315;109.907776;14.825361;2.027082;1.423594;0.765823;1.181083;1.32462;2.571264;1.696598;1.680037;0.340986;0;2.570578;0.860487;0;0.040789;0.085177;0.834442;0;0.2037;95.020676;6.056579;0.328807;0.818539;0.440333;0.401705;0.450524;2.013424;0.862001;0.469141;0.175227;0.580565;0.009944;12.415936;0.0677;0.433198;0.935049;11.222112;0;0.272825;43.22694;8.754151;1.418528;0.962956;0.518022;0.651293;0.730444;1.210938;1.146746;0.683602;0.038991;0.300506;0;0.934002;0;0.00018;0;0.745176;0;0.051835;9.412045;2.229523;0.014096;0.308088;0.165736;0.106603;0.119559;1.488963;0.307113;0.118452;0;0.231241;1.066897;1.659195;0;0.485132;0.037302;3.091915;0;0.057148;18.29427;1.465791;0.013399;0.192114;0.103348;0.075774;0.084983;1.648426;0.253315;0.08612;0;0.609219;0;0.877948;0;0.000389;0.001971;0.631341;0;0.016829;2.532115;0.5759;0.018649;0.080111;0.043096;0.030911;0.034668;0.535269;0.103336;0.035132;16.573782;0.003611;133.584885;2.522868;46.468651;520.209412;392.458038;392.770355;248.053619;15.571532;0.021086;28.727039;0.502506;36.163383;0.563191;1.744066;20.894682;0.344138;0.000187;0.67612;115.191963;684.216553;2015.050903;38.21862;2737.486076;166.606064;24.044918;19.502588;15.456724;9.480649;63.295811;19.105145;16.517338;7.514087;1.636082;3.180071;0.440155;486.586151;59.662151;76.029839;46.368225;25.732153;209.104279;45.307491;32.694965;28.499741;6.103563;4.733487;8.35111;0.259983;0.060193;0.081358;0.139351;0.027679;0.180161;0.045839;0.035894;0.021588;0.026544;0.029387;0.009542;1274.670044
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
